runtime_s,n_tracks,link_precision,link_recall,link_f1,link_tp,link_fp,link_fn,mean_coverage,median_coverage,mean_fragments_per_gt,max_fragments_per_gt,assigned_tracks,unassigned_tracks,median_position_error_px,mean_position_error_px,labelable_tracks,assignment_accuracy,assignment_weighted_accuracy,truth_label_purity,truth_label_median_error_px,n_assignment_rows,n_assignment_cols,n_assigned_pairs,n_unassigned_rows,duplicate_gt_assignments,high_cost_assignments,invalid_cost_assignments,assignment_mean_cost,assignment_median_cost,stage,peak_config,peak_family,peak_distance_weight,peak_intensity_weight,peak_sigma_weight,traj_config,traj_family,traj_position_weight,traj_length_weight,traj_start_frame_weight,seed,nposframe,poisson_noise,difficulty,candidate_tracks,total_peaks,mean_peaks_per_frame,median_peaks_per_frame,peak_objective,traj_objective
0.08785440004430711,31,1.0,0.40441176470588236,0.5759162303664922,165,0,243,0.480952380952381,0.38571428571428573,1.0,1.0,12,19,1.1861656085570749,1.886357314393012,28,0.39285714285714285,0.5240793201133145,0.9208891914537075,1.286128050583255,31,12,12,19,0,0,0,0.6153970782955488,0.6403153240680695,traj2traj,dist_meta_50_40_10,all_terms,0.5,0.4,0.1,pos_meta_70_20_10,all_terms,0.7,0.2,0.1,0,3,80,"npos=3, noise=80",31,485,13.857142857142858,13.0,0.4823599874062495,0.4514411713397223
0.09117759997025132,31,1.0,0.4068627450980392,0.578397212543554,166,0,242,0.4833333333333334,0.38571428571428573,1.0,1.0,12,19,1.2650614873360624,2.168271119581476,28,0.35714285714285715,0.4985835694050991,0.9208891914537075,1.286128050583255,31,12,12,19,0,0,0,0.6544549601773421,0.6555106937885284,traj2traj,dist_meta_50_40_10,all_terms,0.5,0.4,0.1,pos_meta_60_20_20,all_terms,0.6,0.2,0.2,0,3,80,"npos=3, noise=80",31,485,13.857142857142858,13.0,0.480075494438365,0.43151581105046183
0.0950584999518469,31,1.0,0.37254901960784315,0.5428571428571428,152,0,256,0.45476190476190476,0.35714285714285715,1.0,1.0,12,19,1.4019968539180623,2.470686148586975,28,0.32142857142857145,0.43342776203966005,0.9208891914537075,1.286128050583255,31,12,12,19,0,0,0,0.8799314846595129,0.8763405978679657,traj2traj,dist_meta_50_40_10,all_terms,0.5,0.4,0.1,equal_all,all_terms,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,3,80,"npos=3, noise=80",31,485,13.857142857142858,13.0,0.4448757237228038,0.3909759881289626
0.0723674000473693,25,1.0,0.5098039215686274,0.6753246753246753,208,0,200,0.5571428571428572,0.5857142857142856,1.0,1.0,12,13,0.920908743064585,1.2002570786596674,24,0.5,0.6341463414634146,0.942160174191134,1.235696796521619,25,12,12,13,0,0,0,0.161396699026227,0.17062755674123764,traj2traj,dist_meta_50_40_10,all_terms,0.5,0.4,0.1,position_only,ablation,1.0,0.0,0.0,1,3,80,"npos=3, noise=80",25,456,13.028571428571428,13.0,0.568616595381072,0.5493158061450745
0.015671600005589426,25,1.0,0.5833333333333334,0.7368421052631579,238,0,170,0.65,0.6,1.0,1.0,12,13,69.64197278986101,65.03736455115869,24,0.041666666666666664,0.07046070460704607,0.942160174191134,1.235696796521619,25,12,12,13,0,0,0,1.224999972929557,1.399999976158142,traj2traj,dist_meta_50_40_10,all_terms,0.5,0.4,0.1,length_only,ablation,0.0,1.0,0.0,1,3,80,"npos=3, noise=80",25,456,13.028571428571428,13.0,0.5114901583226359,0.24665026387105976
0.01142180000897497,25,1.0,0.5220588235294118,0.6859903381642513,213,0,195,0.5619047619047618,0.6,1.0,1.0,12,13,66.71369878534347,61.17456590879302,24,0.041666666666666664,0.07046070460704607,0.942160174191134,1.235696796521619,25,12,12,13,0,0,0,0.10000000273187955,0.0,traj2traj,dist_meta_50_40_10,all_terms,0.5,0.4,0.1,start_only,ablation,0.0,0.0,1.0,1,3,80,"npos=3, noise=80",25,456,13.028571428571428,13.0,0.46404046524937304,0.2276703866417546
0.07685399998445064,25,1.0,0.5269607843137255,0.6902086677367577,215,0,193,0.569047619047619,0.5857142857142856,1.0,1.0,12,13,0.9559954249341327,1.2158579395966205,24,0.5,0.6476964769647696,0.942160174191134,1.235696796521619,25,12,12,13,0,0,0,0.2984616036216418,0.30586235225200653,traj2traj,dist_meta_50_40_10,all_terms,0.5,0.4,0.1,pos_len_90_10,position_length,0.9,0.1,0.0,1,3,80,"npos=3, noise=80",25,456,13.028571428571428,13.0,0.5809357273314961,0.5568706146933058
0.07957060006447136,25,1.0,0.5416666666666666,0.7027027027027027,221,0,187,0.5904761904761904,0.5857142857142856,1.0,1.0,12,13,0.9733458740501586,1.3007050555782393,24,0.5,0.6720867208672087,0.942160174191134,1.235696796521619,25,12,12,13,0,0,0,0.4924730757872264,0.4965519607067108,traj2traj,dist_meta_50_40_10,all_terms,0.5,0.4,0.1,pos_len_75_25,position_length,0.75,0.25,0.0,1,3,80,"npos=3, noise=80",25,456,13.028571428571428,13.0,0.5961333600727922,0.5676098398049617
0.08860350004397333,25,1.0,0.5808823529411765,0.7348837209302326,237,0,171,0.6428571428571427,0.6,1.0,1.0,12,13,1.0460558992134898,1.8194904485027754,24,0.4583333333333333,0.6802168021680217,0.942160174191134,1.235696796521619,25,12,12,13,0,0,0,0.6485872544969121,0.6872416138648987,traj2traj,dist_meta_50_40_10,all_terms,0.5,0.4,0.1,pos_len_60_40,position_length,0.6,0.4,0.0,1,3,80,"npos=3, noise=80",25,456,13.028571428571428,13.0,0.6262659568825547,0.5646499923470996
0.07956149999517947,25,1.0,0.4803921568627451,0.6490066225165563,196,0,212,0.5214285714285715,0.4857142857142857,1.0,1.0,12,13,0.9246395031272743,1.224995311883484,24,0.5,0.5934959349593496,0.942160174191134,1.235696796521619,25,12,12,13,0,0,0,0.17434734230240187,0.17150267213582993,traj2traj,dist_meta_50_40_10,all_terms,0.5,0.4,0.1,pos_start_90_10,position_start,0.9,0.0,0.1,1,3,80,"npos=3, noise=80",25,456,13.028571428571428,13.0,0.5404174462225961,0.5303181653860058
