peak_config,n,peak_objective_mean,peak_objective_ci95,link_f1_mean,link_f1_ci95,mean_coverage_mean,mean_coverage_ci95,mean_fragments_per_gt_mean,mean_fragments_per_gt_ci95,median_position_error_px_mean,median_position_error_px_ci95,assignment_accuracy_mean,assignment_accuracy_ci95,assignment_weighted_accuracy_mean,assignment_weighted_accuracy_ci95,duplicate_gt_assignments_mean,duplicate_gt_assignments_ci95,high_cost_assignments_mean,high_cost_assignments_ci95,runtime_s_mean,runtime_s_ci95,stage,recommended_config,name,family,distance,intensity,sigma,traj_config,traj_objective_mean,traj_objective_ci95,position,length,start_frame
dist_int_60_40,12,0.5515421968823696,0.04251369500228494,0.6659421790308861,0.046766332737166606,0.5448412698412698,0.04794601575195892,1.0,0.0,0.8926498257850949,0.08195692660268449,0.4539358573352262,0.033262007915949444,0.5713881783553542,0.04976142947061508,0.0,0.0,0.0,0.0,0.26628699163363007,0.04758224325120031,peak2peak,dist_int_60_40,dist_int_60_40,distance_intensity,0.6,0.4,0.0,,,,,,
,12,,,0.7627106006520773,0.037287768516305345,0.6660714285714286,0.04380405751235215,1.0,0.0,0.9778692294262902,0.0818642538597979,0.4539358573352262,0.033262007915949444,0.6975236496584398,0.040025473779815364,0.0,0.0,0.0,0.0,0.13349264163601524,0.02867915790235581,traj2traj,pos_len_60_40,pos_len_60_40,position_length,,,,pos_len_60_40,0.5751045183362588,0.03307095565063947,0.6,0.4,0.0
