peak_config,n,peak_objective_mean,peak_objective_ci95,hota_mean,hota_ci95,mota_mean,mota_ci95,motp_px_mean,motp_px_ci95,id_switches_mean,id_switches_ci95,fragmentations_mean,fragmentations_ci95,mean_fragmentations_per_gt_mean,mean_fragmentations_per_gt_ci95,deta_mean,deta_ci95,assa_mean,assa_ci95,link_precision_mean,link_precision_ci95,link_recall_mean,link_recall_ci95,link_f1_mean,link_f1_ci95,mean_coverage_mean,mean_coverage_ci95,median_position_error_px_mean,median_position_error_px_ci95,mean_position_error_px_mean,mean_position_error_px_ci95,mean_fragments_per_gt_mean,mean_fragments_per_gt_ci95,n_tracks_mean,n_tracks_ci95,clear_tp_mean,clear_tp_ci95,clear_fp_mean,clear_fp_ci95,clear_fn_mean,clear_fn_ci95,runtime_s_mean,runtime_s_ci95,stage,selection_metric,recommended_config,name,family,distance,intensity,sigma,traj_config,traj_objective_mean,traj_objective_ci95,position,length,start_frame
dist_int_60_40,10,0.6007167305254959,0.01906629435331254,0.6007167305254959,0.01906629435331254,0.34858278676769183,0.05346176226291659,0.9321087959058542,0.04851868849205883,34.5,12.008721645352413,43.6,14.003907010386621,2.9976666666666665,0.37969610202936804,0.567730031858037,0.012079993844146807,0.6370608030988928,0.03752811793669127,0.7812766153442006,0.02800486845639691,0.4654333719334523,0.045485168983990826,0.5788794939011614,0.031452987053705465,0.7704247658269099,0.01697249261014801,0.7414983712096774,0.0501406285083268,0.9321087959058542,0.04851868849205883,1.0,0.0,35.3,10.715662555343929,444.1,133.02753899683913,196.6,50.15557917786082,134.8,45.38743861466518,1.0441326699918136,0.43751136557559056,peak2peak,hota,dist_int_60_40,dist_int_60_40,distance_intensity,0.6,0.4,0.0,,,,,,
,10,,,0.6007167305254959,0.01906629435331254,0.34858278676769183,0.05346176226291659,0.9321087959058542,0.04851868849205883,34.5,12.008721645352413,43.6,14.003907010386621,2.9976666666666665,0.37969610202936804,0.567730031858037,0.012079993844146807,0.6370608030988928,0.03752811793669127,0.8290227021837062,0.01820854419088015,0.6414103795218029,0.04342717428666979,0.7209269696062517,0.027441597992339025,0.7704247658269099,0.01697249261014801,0.7414983712096774,0.0501406285083268,0.9321087959058542,0.04851868849205883,1.0,0.0,35.3,10.715662555343929,444.1,133.02753899683913,196.6,50.15557917786082,134.8,45.38743861466518,0.07561901004519314,0.036889265681571255,traj2traj,link_f1,length_only,length_only,ablation,,,,length_only,0.7209269696062517,0.027441597992339025,0.0,1.0,0.0
