runtime_s,n_tracks,link_precision,link_recall,link_f1,link_tp,link_fp,link_fn,mean_coverage,median_coverage,mean_assigned_coverage,mean_fragments_per_gt,max_fragments_per_gt,assigned_tracks,unassigned_tracks,median_position_error_px,mean_position_error_px,assigned_median_position_error_px,assigned_mean_position_error_px,clear_tp,clear_fp,clear_fn,deta,assa,hota,mota,motp_px,id_switches,fragmentations,mean_fragmentations_per_gt,stage,peak_config,peak_family,peak_distance_weight,peak_intensity_weight,peak_sigma_weight,traj_config,seed,setup_index,setup,nparticles,intensity_mean,intensity_std,difficulty,cache_version,total_peaks,mean_peaks_per_frame,median_peaks_per_frame,n_gt_fragments,n_source_gt,mean_gt_length,median_gt_length,min_start_frame,max_start_frame,original_gt_count,peak_objective,traj_objective
0.2284866999834776,13,0.8702290076335878,0.5588235294117647,0.6805970149253731,114,17,90,0.735256875973015,0.975609756097561,0.5909963674104826,1.0,1.0,5,8,0.9274548230711478,1.01845165237664,0.9285538001743932,1.2733944208821786,155,57,54,0.5827067669172933,0.7083776769816876,0.6424768213020466,0.430622009569378,1.01845165237664,8,16,3.2,peak2peak,dist_meta_70_20_10,all_terms,0.7,0.2,0.1,position_only,0,0,S1,5,800.0,50.0,"S1: N=5, I=800+/-50",fragmented_gt_v2,235,4.7,5.0,5,5,41.8,41.0,0.0,9.0,5,0.6424768213020466,0.6805970149253731
0.23411320010200143,14,0.8837209302325582,0.5588235294117647,0.6846846846846847,114,15,90,0.735256875973015,0.975609756097561,0.5952516865594187,1.0,1.0,5,9,0.9274548230711478,1.01845165237664,0.9296527772776385,1.2771342077918113,155,59,54,0.5783582089552238,0.7171408314735094,0.6440219614731154,0.4114832535885168,1.01845165237664,10,16,3.2,peak2peak,dist_meta_50_40_10,all_terms,0.5,0.4,0.1,position_only,0,0,S1,5,800.0,50.0,"S1: N=5, I=800+/-50",fragmented_gt_v2,235,4.7,5.0,5,5,41.8,41.0,0.0,9.0,5,0.6440219614731154,0.6846846846846847
0.2269184000324458,15,0.8372093023255814,0.35294117647058826,0.49655172413793114,72,14,132,0.7169901401141672,0.9361702127659575,0.3984327970939284,1.0,1.0,5,10,0.9138184641811322,1.009336462401531,0.9450235728844101,1.4349177877468149,151,58,58,0.5655430711610487,0.45506720786250804,0.5073067181885591,0.34928229665071775,1.009336462401531,20,17,3.4,peak2peak,equal_all,all_terms,0.3333333333333333,0.3333333333333333,0.3333333333333333,position_only,0,0,S1,5,800.0,50.0,"S1: N=5, I=800+/-50",fragmented_gt_v2,235,4.7,5.0,5,5,41.8,41.0,0.0,9.0,5,0.5073067181885591,0.49655172413793114
0.21798709989525378,19,0.6481481481481481,0.18229166666666666,0.2845528455284553,35,19,157,0.7719344719532126,0.8108108108108109,0.20201993597795695,1.0,1.0,5,14,0.7473436907730375,1.102511450791373,1.2347946385407602,1.4493478335618482,152,100,45,0.5117845117845118,0.513109743880185,0.5124466994367282,0.13705583756345174,1.102511450791373,25,21,4.2,peak2peak,distance_only,ablation,1.0,0.0,0.0,position_only,1,0,S1,5,800.0,50.0,"S1: N=5, I=800+/-50",fragmented_gt_v2,294,5.88,6.0,5,5,39.4,37.0,1.0,12.0,5,0.5124466994367282,0.2845528455284553
0.19988179998472333,21,0.9807692307692307,0.265625,0.41803278688524587,51,1,141,0.7880238934586761,0.8378378378378378,0.3151621824223024,1.0,1.0,5,16,0.7668690919172707,1.1033672691477472,0.6502960341921776,1.0732987511956875,154,105,43,0.5099337748344371,0.338973988114648,0.41575748379311955,0.055837563451776595,1.1033672691477472,38,21,4.2,peak2peak,intensity_only,ablation,0.0,1.0,0.0,position_only,1,0,S1,5,800.0,50.0,"S1: N=5, I=800+/-50",fragmented_gt_v2,294,5.88,6.0,5,5,39.4,37.0,1.0,12.0,5,0.41575748379311955,0.41803278688524587
0.19733090000227094,17,0.8314606741573034,0.3854166666666667,0.5266903914590748,74,15,118,0.7699542120831475,0.7567567567567568,0.403095749422586,1.0,1.0,5,12,0.7383703258100227,1.0941201879991471,0.6534992960765533,0.9345691597765858,151,101,46,0.5067114093959731,0.55919130814305,0.5323050026734135,0.12690355329949243,1.0941201879991471,25,22,4.4,peak2peak,sigma_only,ablation,0.0,0.0,1.0,position_only,1,0,S1,5,800.0,50.0,"S1: N=5, I=800+/-50",fragmented_gt_v2,294,5.88,6.0,5,5,39.4,37.0,1.0,12.0,5,0.5323050026734135,0.5266903914590748
0.2300253000576049,17,0.8173076923076923,0.4427083333333333,0.5743243243243243,85,19,107,0.7746643570106839,0.8108108108108109,0.4581980968974972,1.0,1.0,5,12,0.7473436907730375,1.105017756614087,0.659723863957451,0.9874153756518519,152,98,45,0.5152542372881356,0.5248763743945334,0.5200430520247503,0.12182741116751272,1.105017756614087,30,21,4.2,peak2peak,dist_int_90_10,distance_intensity,0.9,0.1,0.0,position_only,1,0,S1,5,800.0,50.0,"S1: N=5, I=800+/-50",fragmented_gt_v2,294,5.88,6.0,5,5,39.4,37.0,1.0,12.0,5,0.5200430520247503,0.5743243243243243
0.24658680008724332,16,0.7522123893805309,0.4427083333333333,0.5573770491803278,85,28,107,0.7731732106919513,0.8378378378378378,0.47851496549022776,1.0,1.0,5,11,0.7668690919172707,1.1095051844250108,0.6581166068213629,0.8770718312523453,152,101,45,0.5100671140939598,0.5895973184720753,0.5483923802448287,0.13705583756345174,1.1095051844250108,24,22,4.4,peak2peak,dist_int_75_25,distance_intensity,0.75,0.25,0.0,position_only,1,0,S1,5,800.0,50.0,"S1: N=5, I=800+/-50",fragmented_gt_v2,294,5.88,6.0,5,5,39.4,37.0,1.0,12.0,5,0.5483923802448287,0.5573770491803278
0.24641399993561208,16,0.8586956521739131,0.4114583333333333,0.5563380281690141,79,13,113,0.7896418344881613,0.8378378378378378,0.4038320366843606,1.0,1.0,5,11,0.7779636397084272,1.1064379211051512,0.6988854502150391,1.1774600538672164,155,96,42,0.5290102389078498,0.5738439915656156,0.5509712760879286,0.15736040609137059,1.1064379211051512,28,21,4.2,peak2peak,dist_int_60_40,distance_intensity,0.6,0.4,0.0,position_only,1,0,S1,5,800.0,50.0,"S1: N=5, I=800+/-50",fragmented_gt_v2,294,5.88,6.0,5,5,39.4,37.0,1.0,12.0,5,0.5509712760879286,0.5563380281690141
0.2621792000718415,18,0.7627118644067796,0.46875,0.5806451612903225,90,28,102,0.7785786160973568,0.8648648648648649,0.5064820630225427,1.0,1.0,5,13,0.7557745441261143,1.1235658906803296,0.6581166068213629,0.9097554618649204,153,103,44,0.51,0.6022622267882928,0.554214521338109,0.12690355329949243,1.1235658906803296,25,21,4.2,peak2peak,dist_sig_90_10,distance_sigma,0.9,0.0,0.1,position_only,1,0,S1,5,800.0,50.0,"S1: N=5, I=800+/-50",fragmented_gt_v2,294,5.88,6.0,5,5,39.4,37.0,1.0,12.0,5,0.554214521338109,0.5806451612903225
0.24735770002007484,17,0.782608695652174,0.46875,0.5863192182410424,90,25,102,0.7785786160973568,0.8648648648648649,0.5064820630225427,1.0,1.0,5,12,0.7557745441261143,1.124602530212788,0.6581166068213629,0.9097554618649207,153,102,44,0.5117056856187291,0.6048766058732602,0.556344136594524,0.13705583756345174,1.124602530212788,24,21,4.2,peak2peak,dist_sig_75_25,distance_sigma,0.75,0.0,0.25,position_only,1,0,S1,5,800.0,50.0,"S1: N=5, I=800+/-50",fragmented_gt_v2,294,5.88,6.0,5,5,39.4,37.0,1.0,12.0,5,0.556344136594524,0.5863192182410424
0.3032450000755489,18,0.7706422018348624,0.4375,0.5581395348837209,84,25,108,0.767767805286546,0.8648648648648649,0.46864422518470483,1.0,1.0,5,13,0.7389128374199607,1.1291200656863907,0.6437520441866178,0.8595738497376358,151,103,46,0.5033333333333333,0.5759085350294351,0.5383994452369749,0.10152284263959388,1.1291200656863907,28,20,4.0,peak2peak,dist_sig_60_40,distance_sigma,0.6,0.0,0.4,position_only,1,0,S1,5,800.0,50.0,"S1: N=5, I=800+/-50",fragmented_gt_v2,294,5.88,6.0,5,5,39.4,37.0,1.0,12.0,5,0.5383994452369749,0.5581395348837209
0.30647740000858903,19,0.8080808080808081,0.4166666666666667,0.5498281786941581,80,19,112,0.7854751678214946,0.8648648648648649,0.43061999405702556,1.0,1.0,5,14,0.7668690919172707,1.1223472798476486,0.6568400241977375,0.9188878974568359,154,105,43,0.5099337748344371,0.509996075015649,0.5099649239736755,0.10152284263959388,1.1223472798476486,29,20,4.0,peak2peak,dist_meta_80_10_10,all_terms,0.8,0.1,0.1,position_only,1,0,S1,5,800.0,50.0,"S1: N=5, I=800+/-50",fragmented_gt_v2,294,5.88,6.0,5,5,39.4,37.0,1.0,12.0,5,0.5099649239736755,0.5498281786941581
0.3175292999949306,19,0.8080808080808081,0.4166666666666667,0.5498281786941581,80,19,112,0.7800697624160893,0.8378378378378378,0.43061999405702556,1.0,1.0,5,14,0.7557745441261143,1.1105912429855471,0.6568400241977375,0.9188878974568359,153,104,44,0.5083056478405316,0.5133053683999176,0.5107993909790249,0.12182741116751272,1.1105912429855471,25,21,4.2,peak2peak,dist_meta_70_20_10,all_terms,0.7,0.2,0.1,position_only,1,0,S1,5,800.0,50.0,"S1: N=5, I=800+/-50",fragmented_gt_v2,294,5.88,6.0,5,5,39.4,37.0,1.0,12.0,5,0.5107993909790249,0.5498281786941581
0.276552899973467,20,0.7764705882352941,0.34375,0.4765342960288809,66,19,126,0.7857275754014884,0.8378378378378378,0.34096482164323244,1.0,1.0,5,15,0.7473436907730375,1.102760017566073,0.6564462427607708,0.9686646016820869,154,105,43,0.5099337748344371,0.49839616933269587,0.5041319668408709,0.09137055837563457,1.102760017566073,31,18,3.6,peak2peak,dist_meta_50_40_10,all_terms,0.5,0.4,0.1,position_only,1,0,S1,5,800.0,50.0,"S1: N=5, I=800+/-50",fragmented_gt_v2,294,5.88,6.0,5,5,39.4,37.0,1.0,12.0,5,0.5041319668408709,0.4765342960288809
0.2681625001132488,19,0.7830188679245284,0.4322916666666667,0.5570469798657718,83,23,109,0.7731732106919514,0.8648648648648649,0.4740496305901103,1.0,1.0,5,14,0.7473436907730375,1.122178342065396,0.6486256701315856,0.9105069207247555,152,106,45,0.5016501650165016,0.5686581516723894,0.5341043490034817,0.08121827411167515,1.122178342065396,30,21,4.2,peak2peak,equal_all,all_terms,0.3333333333333333,0.3333333333333333,0.3333333333333333,position_only,1,0,S1,5,800.0,50.0,"S1: N=5, I=800+/-50",fragmented_gt_v2,294,5.88,6.0,5,5,39.4,37.0,1.0,12.0,5,0.5341043490034817,0.5570469798657718
0.3973233001306653,26,0.844311377245509,0.36910994764397903,0.5136612021857924,141,26,241,0.7651282913349665,0.96007326007326,0.39756384651708715,1.0,1.0,10,16,0.8420624196757371,0.9722007434638441,0.9481221737635227,1.4793182341115927,299,140,93,0.5620300751879699,0.5513347393901462,0.5566567209988429,0.35969387755102045,0.9722007434638441,18,17,1.7,peak2peak,distance_only,ablation,1.0,0.0,0.0,position_only,0,1,S2,10,700.0,100.0,"S2: N=10, I=700+/-100",fragmented_gt_v2,503,10.06,10.0,10,10,39.2,38.5,3.0,12.0,10,0.5566567209988429,0.5136612021857924
0.30392260011285543,27,0.8504273504273504,0.5209424083769634,0.6461038961038962,199,35,183,0.7782712926358626,0.9337606837606838,0.5385089629826472,1.0,1.0,10,17,0.8383807062666113,0.9752008246584513,0.7636458521935878,0.9595835691948332,304,149,88,0.5619223659889094,0.6196683485699571,0.5900894038676432,0.27806122448979587,0.9752008246584513,46,27,2.7,peak2peak,intensity_only,ablation,0.0,1.0,0.0,position_only,0,1,S2,10,700.0,100.0,"S2: N=10, I=700+/-100",fragmented_gt_v2,503,10.06,10.0,10,10,39.2,38.5,3.0,12.0,10,0.5900894038676432,0.6461038961038962
0.3297426998615265,23,0.7587939698492462,0.39528795811518325,0.5197934595524957,151,48,231,0.7579543622405448,0.8931623931623931,0.4308468362779673,1.0,1.0,10,13,0.8353805125259326,0.9705664125393977,0.870483483295321,1.2620716013813114,296,146,96,0.550185873605948,0.5766372661576992,0.563256316462336,0.2602040816326531,0.9705664125393977,48,33,3.3,peak2peak,sigma_only,ablation,0.0,0.0,1.0,position_only,0,1,S2,10,700.0,100.0,"S2: N=10, I=700+/-100",fragmented_gt_v2,503,10.06,10.0,10,10,39.2,38.5,3.0,12.0,10,0.563256316462336,0.5197934595524957
0.43148780008777976,23,0.8525345622119815,0.48429319371727747,0.6176961602671118,185,32,197,0.7782861860718087,0.96007326007326,0.499341388815073,1.0,1.0,10,13,0.8452877729562212,0.9849856975305471,0.8186255452526694,1.1155130795011032,304,131,88,0.5812619502868069,0.6338487812829917,0.6069861438249373,0.4005102040816326,0.9849856975305471,16,19,1.9,peak2peak,dist_int_90_10,distance_intensity,0.9,0.1,0.0,position_only,0,1,S2,10,700.0,100.0,"S2: N=10, I=700+/-100",fragmented_gt_v2,503,10.06,10.0,10,10,39.2,38.5,3.0,12.0,10,0.6069861438249373,0.6176961602671118
0.448356700129807,22,0.847457627118644,0.5235602094240838,0.6472491909385114,200,36,182,0.7674638252494479,0.9358974358974359,0.5398068542805385,1.0,1.0,10,12,0.8431465305251014,0.9805930895990878,0.7998444108432143,1.0898346776028012,300,133,92,0.5714285714285714,0.6651540426520565,0.6165127933567994,0.3928571428571429,0.9805930895990878,13,23,2.3,peak2peak,dist_int_75_25,distance_intensity,0.75,0.25,0.0,position_only,0,1,S2,10,700.0,100.0,"S2: N=10, I=700+/-100",fragmented_gt_v2,503,10.06,10.0,10,10,39.2,38.5,3.0,12.0,10,0.6165127933567994,0.6472491909385114
0.3520782000850886,24,0.8202764976958525,0.46596858638743455,0.5943238731218697,178,39,204,0.769881728983141,0.9487179487179487,0.4713131581552634,1.0,1.0,10,14,0.8420624196757371,0.9832565566391913,0.7726507501369639,0.9441433727993312,301,140,91,0.5657894736842105,0.6551160901263782,0.608816711198585,0.3698979591836735,0.9832565566391913,16,22,2.2,peak2peak,dist_int_60_40,distance_intensity,0.6,0.4,0.0,position_only,0,1,S2,10,700.0,100.0,"S2: N=10, I=700+/-100",fragmented_gt_v2,503,10.06,10.0,10,10,39.2,38.5,3.0,12.0,10,0.608816711198585,0.5943238731218697
0.5090948999859393,26,0.7014925373134329,0.36910994764397903,0.483704974271012,141,60,241,0.7724226967872668,0.9201465201465202,0.39565777583694717,1.0,1.0,10,16,0.8452877729562212,0.9869643754604868,0.9348428467700732,1.5818048376698022,302,145,90,0.5623836126629422,0.5568310909789937,0.5596004651425998,0.3443877551020408,0.9869643754604868,22,28,2.8,peak2peak,dist_sig_90_10,distance_sigma,0.9,0.0,0.1,position_only,0,1,S2,10,700.0,100.0,"S2: N=10, I=700+/-100",fragmented_gt_v2,503,10.06,10.0,10,10,39.2,38.5,3.0,12.0,10,0.5596004651425998,0.483704974271012
0.4110960999969393,23,0.7368421052631579,0.36649214659685864,0.48951048951048953,140,50,242,0.7754336371666282,0.9451951951951951,0.3959877674827283,1.0,1.0,10,13,0.8559541711323722,0.9890074891866938,0.9200493778896857,1.058821458267506,303,138,89,0.5716981132075472,0.6835395983986424,0.6251226269358264,0.3698979591836735,0.9890074891866938,20,25,2.5,peak2peak,dist_sig_75_25,distance_sigma,0.75,0.0,0.25,position_only,0,1,S2,10,700.0,100.0,"S2: N=10, I=700+/-100",fragmented_gt_v2,503,10.06,10.0,10,10,39.2,38.5,3.0,12.0,10,0.6251226269358264,0.48951048951048953
0.4295816000085324,23,0.782608695652174,0.42408376963350786,0.5500848896434635,162,45,220,0.7701552818882729,0.9102564102564104,0.4549621264570873,1.0,1.0,10,13,0.8420624196757371,0.9850354643455396,0.9905990984299722,1.985975956628488,301,142,91,0.5636704119850188,0.5558071588014449,0.5597249772752984,0.34183673469387754,0.9850354643455396,25,26,2.6,peak2peak,dist_sig_60_40,distance_sigma,0.6,0.0,0.4,position_only,0,1,S2,10,700.0,100.0,"S2: N=10, I=700+/-100",fragmented_gt_v2,503,10.06,10.0,10,10,39.2,38.5,3.0,12.0,10,0.5597249772752984,0.5500848896434635
0.5047957999631763,25,0.7142857142857143,0.39267015706806285,0.5067567567567568,150,60,232,0.7700841581329386,0.9102564102564104,0.41693437158162805,1.0,1.0,10,15,0.8442306413744657,0.9777748926882298,0.9162357683960531,1.5221964263021115,301,144,91,0.5615671641791045,0.5553643510913701,0.5584571458299635,0.34693877551020413,0.9777748926882298,21,27,2.7,peak2peak,dist_meta_80_10_10,all_terms,0.8,0.1,0.1,position_only,0,1,S2,10,700.0,100.0,"S2: N=10, I=700+/-100",fragmented_gt_v2,503,10.06,10.0,10,10,39.2,38.5,3.0,12.0,10,0.5584571458299635,0.5067567567567568
0.5549566000699997,25,0.7952380952380952,0.43717277486910994,0.5641891891891891,167,43,215,0.7675987780159796,0.9198717948717949,0.46315569411873997,1.0,1.0,10,15,0.8452877729562212,0.9835217213025544,0.9131720278364354,1.4642937638190003,300,142,92,0.5617977528089888,0.5290116559089819,0.5451582884809035,0.35459183673469385,0.9835217213025544,19,25,2.5,peak2peak,dist_meta_70_20_10,all_terms,0.7,0.2,0.1,position_only,0,1,S2,10,700.0,100.0,"S2: N=10, I=700+/-100",fragmented_gt_v2,503,10.06,10.0,10,10,39.2,38.5,3.0,12.0,10,0.5451582884809035,0.5641891891891891
0.5825200998224318,24,0.7992125984251969,0.5314136125654451,0.6383647798742138,203,51,179,0.7566338657352778,0.9102564102564104,0.5489447371026318,1.0,1.0,10,14,0.8203041182231224,0.9719579443700992,0.7937558999124444,0.9553127813039461,296,141,96,0.5553470919324578,0.6877352425739522,0.6180062839348058,0.3520408163265306,0.9719579443700992,17,29,2.9,peak2peak,dist_meta_50_40_10,all_terms,0.5,0.4,0.1,position_only,0,1,S2,10,700.0,100.0,"S2: N=10, I=700+/-100",fragmented_gt_v2,503,10.06,10.0,10,10,39.2,38.5,3.0,12.0,10,0.6180062839348058,0.6383647798742138
0.6027071999851614,22,0.7685185185185185,0.43455497382198954,0.5551839464882944,166,50,216,0.7569925674097691,0.9230769230769231,0.4689127148757608,1.0,1.0,10,12,0.8203041182231224,0.9776872238374187,0.9539957854171754,1.8858031558931578,296,147,96,0.549165120593692,0.5651759003735748,0.5571129970529342,0.3112244897959183,0.9776872238374187,27,28,2.8,peak2peak,equal_all,all_terms,0.3333333333333333,0.3333333333333333,0.3333333333333333,position_only,0,1,S2,10,700.0,100.0,"S2: N=10, I=700+/-100",fragmented_gt_v2,503,10.06,10.0,10,10,39.2,38.5,3.0,12.0,10,0.5571129970529342,0.5551839464882944
0.4547654001507908,37,0.7300884955752213,0.45454545454545453,0.5602716468590833,165,61,198,0.8207801751094432,0.9791666666666667,0.5079162757973734,1.0,1.0,10,27,0.672422825284803,0.8878401835528932,0.6638421418847384,0.8701073919155019,306,209,67,0.5257731958762887,0.572975010212441,0.5488669258359846,0.16890080428954424,0.8878401835528932,34,35,3.5,peak2peak,distance_only,ablation,1.0,0.0,0.0,position_only,1,1,S2,10,700.0,100.0,"S2: N=10, I=700+/-100",fragmented_gt_v2,554,11.08,11.0,10,10,37.3,38.0,1.0,12.0,10,0.5488669258359846,0.5602716468590833
0.26013810001313686,26,0.7361563517915309,0.6225895316804407,0.6746268656716418,226,81,137,0.8107739212007505,0.9663461538461539,0.6593550656660413,1.0,1.0,10,16,0.6680328249660987,0.888685348871949,0.6403192549627056,1.1317918945045207,302,190,71,0.5364120781527532,0.6810850469881754,0.6044354766670241,0.20107238605898126,0.888685348871949,37,37,3.7,peak2peak,intensity_only,ablation,0.0,1.0,0.0,position_only,1,1,S2,10,700.0,100.0,"S2: N=10, I=700+/-100",fragmented_gt_v2,554,11.08,11.0,10,10,37.3,38.0,1.0,12.0,10,0.6044354766670241,0.6746268656716418
0.419644600013271,24,0.7587548638132295,0.5371900826446281,0.6290322580645161,195,62,168,0.8186135866166353,0.9895833333333333,0.5638518036841208,1.0,1.0,10,14,0.6728638312432792,0.8964607130332454,0.6520335289243453,0.9610413980649536,305,194,68,0.5379188712522046,0.6996993073469199,0.6134993574764399,0.193029490616622,0.8964607130332454,39,31,3.1,peak2peak,sigma_only,ablation,0.0,0.0,1.0,position_only,1,1,S2,10,700.0,100.0,"S2: N=10, I=700+/-100",fragmented_gt_v2,554,11.08,11.0,10,10,37.3,38.0,1.0,12.0,10,0.6134993574764399,0.6290322580645161
0.5770455999299884,33,0.7181818181818181,0.43526170798898073,0.5420240137221269,158,62,205,0.8202833802376486,0.9791666666666667,0.48791627579737334,1.0,1.0,10,23,0.6680328249660987,0.8914119207632129,0.661931084992007,0.8201728648538887,306,199,67,0.534965034965035,0.6113346501781871,0.5718764398958146,0.20107238605898126,0.8914119207632129,32,34,3.4,peak2peak,dist_int_90_10,distance_intensity,0.9,0.1,0.0,position_only,1,1,S2,10,700.0,100.0,"S2: N=10, I=700+/-100",fragmented_gt_v2,554,11.08,11.0,10,10,37.3,38.0,1.0,12.0,10,0.5718764398958146,0.5420240137221269
