r2_threshold,n,gt_total_mean,mean_gt_per_frame,localized_total_mean,localized_total_ci95,mean_localized_per_frame_mean,mean_localized_per_frame_ci95,mean_abs_count_error_per_frame_mean,mean_abs_count_error_per_frame_ci95,rmse_count_per_frame_mean,rmse_count_per_frame_ci95,precision_mean,precision_ci95,recall_mean,recall_ci95,f1_mean,f1_ci95,mean_position_error_px_mean,mean_position_error_px_ci95,median_position_error_px_mean,median_position_error_px_ci95,mean_kept_r2_mean,mean_kept_r2_ci95,mean_kept_sigma_px_mean,mean_kept_sigma_px_ci95,runtime_s_mean,runtime_s_ci95
0.2,3,118.33333333333333,7.888888888888889,80.33333333333333,10.267939315061119,5.355555555555555,0.6845292876707412,2.5333333333333337,0.8894296133123953,2.8020638377248517,0.8929353406697268,0.9730426629160807,0.031474620135555326,0.6636473429951691,0.12406507167738752,0.7867504868516022,0.09685174337474016,0.9008052825589746,0.0355452074260975,0.7803083367988951,0.03763770571188778,0.9086031518697038,0.02126947555747746,1.1364528340428521,0.024370497794036973,0.7651726667148372,0.18780153134470087
0.3,3,118.33333333333333,7.888888888888889,80.33333333333333,10.267939315061119,5.355555555555555,0.6845292876707412,2.5333333333333337,0.8894296133123953,2.8020638377248517,0.8929353406697268,0.9730426629160807,0.031474620135555326,0.6636473429951691,0.12406507167738752,0.7867504868516022,0.09685174337474016,0.9008052825589746,0.0355452074260975,0.7803083367988951,0.03763770571188778,0.9086031518697038,0.02126947555747746,1.1364528340428521,0.024370497794036973,0.7193436666081349,0.07998909441928347
0.4,3,118.33333333333333,7.888888888888889,80.33333333333333,10.267939315061119,5.355555555555555,0.6845292876707412,2.5333333333333337,0.8894296133123953,2.8020638377248517,0.8929353406697268,0.9730426629160807,0.031474620135555326,0.6636473429951691,0.12406507167738752,0.7867504868516022,0.09685174337474016,0.9008052825589746,0.0355452074260975,0.7803083367988951,0.03763770571188778,0.9086031518697038,0.02126947555747746,1.1364528340428521,0.024370497794036973,0.6931038000620902,0.09587277200678607
0.5,3,118.33333333333333,7.888888888888889,79.66666666666667,11.334909694293016,5.311111111111111,0.7556606462862008,2.577777777777778,0.9552479091320923,2.859030182666723,0.9727338826720957,0.9725135623869802,0.03240147659475542,0.6580917874396136,0.13259145167398298,0.782218323108912,0.10404071736163828,0.8999955414384582,0.036996288397647556,0.7793137867542916,0.035713064780506155,0.9125928894101989,0.014106023203938889,1.1388267346147423,0.019718017732432227,0.7040930666650335,0.1402778769285284
0.6,3,118.33333333333333,7.888888888888889,79.0,12.447671803728332,5.266666666666667,0.8298447869152222,2.6222222222222222,1.0242503551981113,2.9015311679563016,1.0361104484111168,0.976855299081658,0.02505247753183765,0.6553140096618358,0.13698027050013276,0.7811358296412004,0.10579586366464167,0.9030753081772995,0.031547161227008756,0.7802972576734607,0.037616251527782626,0.9157915284947378,0.00917312944559318,1.143003176843895,0.011533548143891929,0.6973817333734283,0.15512963948574707
0.7,3,118.33333333333333,7.888888888888889,78.66666666666667,11.886358193791365,5.2444444444444445,0.7924238795860911,2.6444444444444444,0.9845867968309484,2.940933126428828,0.9644371937148634,0.976855299081658,0.02505247753183765,0.652415458937198,0.131827290520185,0.7793025760145463,0.10258242497225953,0.8966295995198568,0.03351859060725329,0.7787823137404432,0.03954816255543818,0.9167288049985823,0.010981798488381322,1.1433973043509447,0.011953823788975053,0.689726399956271,0.0905567906553842
0.8,3,118.33333333333333,7.888888888888889,75.33333333333333,13.212848965222369,5.022222222222222,0.8808565976814912,2.8666666666666667,1.0880174290542988,3.119855334053124,1.0733895110426812,0.9806111696522656,0.019096597039560625,0.6272946859903382,0.1403288623888935,0.7612758167698314,0.10812397677389089,0.8821206978502264,0.01798357305231837,0.7747614038623029,0.03867401123158022,0.9239738938202323,0.007103120628429886,1.1353474838201905,0.013931270424056178,0.7135575999661038,0.14476019372197152
0.9,3,118.33333333333333,7.888888888888889,58.666666666666664,16.056588817194157,3.911111111111111,1.0704392544796106,3.977777777777778,1.27655678861847,4.127167510238415,1.2480543646144273,0.9880952380952381,0.02333333333333325,0.4922705314009661,0.1529090797788094,0.6503073380583421,0.13437974071745198,0.7693207863246586,0.03943705524037979,0.6827356453373744,0.06961097624118642,0.9426207624382563,0.001796010494113496,1.096605911946575,0.0351338210251217,0.7516775666736066,0.1564241890151314
